# Wordlist

# META
@vowels:T V _

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
944	58	flower	квітка	ˈkʋʲitkɐ	Ukrainian	ˈk ʋʲ i t k ɐ	1 6 7 1 1 7	ACXMBZ	KWITKE	15	15.K.C 15.W.C 15.I.V 15.T.c 15.K.C 15.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	221	ˈk ʋʲ i t k ɐ
#
2561	160	fog	fog	fɒɡ	English	f ɒ ɡ	3 7 1	AXN	BOK	4	4.B.C 4.O.V 4.K.c	2.0 1.5 0.8	0	223	f ɒ ɡ
2563	160	fog	mlha	mlɦa	Czech	m l ɦ a	4 5 3 7	AXBZ	MLHA	3	3.M.C 3.L.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	0	222	m l ɦ a
2564	160	fog	mgła	mɡwa	Polish	m ɡ w a	4 1 6 7	ACCZ	MKWA	8	8.M.C 8.K.C 8.W.C 8.A.V	2.0 1.5 1.5 0.8	0	225	m - ɡ w a
2565	160	fog	hmla	ˈɦmɫa	Slovak	ˈɦ m ɫ a	3 4 5 7	ACCX	HMLA	13	13.H.C 13.M.C 13.L.C 13.A.V	2.0 1.5 1.5 1.5	0	230	ˈɦ m ɫ a
2566	160	fog	kurjawa	ˈkurʲawa	Lower Sorbian	ˈk u rʲ a w a	1 7 5 7 6 7	AXBYBZ	KYRAWA	5	5.K.C 5.Y.V 5.R.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	224	ˈk u rʲ a w a
2567	160	fog	kurjawa	ˈkurʲawa	Upper Sorbian	ˈk u rʲ a w a	1 7 5 7 6 7	AXBYBZ	KYRAWA	16	16.K.C 16.Y.V 16.R.C 16.A.V 16.W.C 16.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	224	ˈk u rʲ a w a
2569	160	fog	магла	ˈmaɡla	Macedonian	ˈm a ɡ l a	4 7 1 5 7	AXBCZ	MAKLA	6	6.M.C 6.A.V 6.K.C 6.L.C 6.A.V	2.0 1.5 1.75 1.5 0.8	0	225	ˈm a ɡ l a
2570	160	fog	magla	mǎɡla	Serbo-Croatian Latin	m ǎ ɡ l a	4 7 1 5 7	AXBCZ	MAKLA	12	12.M.C 12.A.V 12.K.C 12.L.C 12.A.V	2.0 1.5 1.75 1.5 0.8	0	225	m ǎ ɡ l a
2571	160	fog	магла	ˈmaɡla	Serbo-Croatian Cyrillic	ˈm a ɡ l a	4 7 1 5 7	AXBCZ	MAKLA	11	11.M.C 11.A.V 11.K.C 11.L.C 11.A.V	2.0 1.5 1.75 1.5 0.8	0	225	ˈm a ɡ l a
2572	160	fog	megla	məˈɡlá	Slovene	m ə ˈɡ l á	4 7 1 5 7	AXBCZ	MEKLA	14	14.M.C 14.E.V 14.K.C 14.L.C 14.A.V	2.0 1.5 1.75 1.5 0.8	0	225	m ə ˈɡ l á
2574	160	fog	туман	tʊˈman	Russian	t ʊ ˈm a n	1 7 4 7 4	AXBYN	TYMAN	9	9.T.C 9.Y.V 9.M.C 9.A.V 9.N.c	2.0 1.5 1.75 1.3 0.8	0	227	t ʊ ˈm a n
2576	160	fog	туман	tʊˈman	Ukrainian	t ʊ ˈm a n	1 7 4 7 4	AXBYN	TYMAN	15	15.T.C 15.Y.V 15.M.C 15.A.V 15.N.c	2.0 1.5 1.75 1.3 0.8	0	227	t ʊ ˈm a n
#
1265	79	foot	foot	fʊt	English	f ʊ t	3 7 1	AXN	BYT	4	4.B.C 4.Y.V 4.T.c	2.0 1.5 0.8	0	234	f ʊ t
1266	79	foot	стопа	stɐˈpa	Old Church Slavonic	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	7	7.S.C 7.T.C 7.E.V 7.P.C 7.A.V	2.0 1.5 1.3 1.75 0.8	0	231	s t ɐ ˈp - - a
1267	79	foot	noha	ˈnoɦa	Czech	ˈn o ɦ a	4 7 3 7	AXBZ	NUHA	3	3.N.C 3.U.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	0	233	ˈn o ɦ a
1268	79	foot	stopa	ˈstɔpa	Polish	ˈs t ɔ p a	3 1 7 1 7	ACYBZ	STUPA	8	8.S.C 8.T.C 8.U.V 8.P.C 8.A.V	2.0 1.5 1.3 1.75 0.8	0	231	ˈs t ɔ p - - a
1269	79	foot	chodidlo	ˈxɔɟidɫɔ	Slovak	ˈx ɔ ɟ i d ɫ ɔ	3 7 1 7 1 5 7	AXBYBCZ	GUCITLU	13	13.G.C 13.U.V 13.C.C 13.I.V 13.T.C 13.L.C 13.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	242	ˈx ɔ ɟ i d ɫ ɔ
1270	79	foot	noga	ˈnɔɡa	Lower Sorbian	ˈn ɔ ɡ a	4 7 1 7	AXBZ	NUKA	5	5.N.C 5.U.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	0	233	ˈn ɔ ɡ a
1271	79	foot	noha	ˈnoɦa	Upper Sorbian	ˈn o ɦ a	4 7 3 7	AXBZ	NUHA	16	16.N.C 16.U.V 16.H.C 16.A.V	2.0 1.5 1.75 0.8	0	233	ˈn o ɦ a
1272	79	foot	крак	krak	Bulgarian	k r a k	1 5 7 1	ACXN	KRAK	2	2.K.C 2.R.C 2.A.V 2.K.c	2.0 1.5 1.5 0.8	0	232	k r a k
1274	79	foot	stopa	ˈstɔpa	Serbo-Croatian Latin	ˈs t ɔ p a	3 1 7 1 7	ACYBZ	STUPA	12	12.S.C 12.T.C 12.U.V 12.P.C 12.A.V	2.0 1.5 1.3 1.75 0.8	0	231	ˈs t ɔ p - - a
1275	79	foot	стопа	stɐˈpa	Serbo-Croatian Cyrillic	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	11	11.S.C 11.T.C 11.E.V 11.P.C 11.A.V	2.0 1.5 1.3 1.75 0.8	0	231	s t ɐ ˈp - - a
1276	79	foot	stopalo	stǒpalo	Slovene	s t ǒ p a l o	3 1 7 1 7 5 7	ACYBYBZ	STUPALU	14	14.S.C 14.T.C 14.U.V 14.P.C 14.A.V 14.L.C 14.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	231	s t ǒ p a l o
1277	79	foot	ступня	stʊpˈnʲa	Belarusian	s t ʊ p ˈnʲ a	3 1 7 1 4 7	ACYBCZ	STYPNA	1	1.S.C 1.T.C 1.Y.V 1.P.C 1.N.C 1.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0	231	s t ʊ p - ˈnʲ a
1278	79	foot	стопа	stɐˈpa	Russian	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	9	9.S.C 9.T.C 9.E.V 9.P.C 9.A.V	2.0 1.5 1.3 1.75 0.8	0	231	s t ɐ ˈp - - a
1279	79	foot	стопа	stɐˈpa	Rusyn	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	10	10.S.C 10.T.C 10.E.V 10.P.C 10.A.V	2.0 1.5 1.3 1.75 0.8	0	231	s t ɐ ˈp - - a
1280	79	foot	стопа	stɐˈpa	Ukrainian	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	15	15.S.C 15.T.C 15.E.V 15.P.C 15.A.V	2.0 1.5 1.3 1.75 0.8	0	231	s t ɐ ˈp - - a
#
817	51	forest	forest	ˈfɒɹɪst	English	ˈf ɒ ɹ ɪ s t	3 7 5 7 3 1	AXBYLN	BORIST	4	4.B.C 4.O.V 4.R.C 4.I.V 4.S.c 4.T.c	2.0 1.5 1.75 1.3 1.1 0.8	0	246	ˈf ɒ ɹ ɪ s t
819	51	forest	les	lɛz	Czech	l ɛ z	5 7 3	AXN	LES	3	3.L.C 3.E.V 3.S.c	2.0 1.5 0.8	0	243	l ɛ z
820	51	forest	las	ɑs	Polish	ɑ s	7 3	XN	AS	8	8.A.V 8.S.c	1.5 0.8	0	243	- ɑ s
821	51	forest	les	lɛz	Slovak	l ɛ z	5 7 3	AXN	LES	13	13.L.C 13.E.V 13.S.c	2.0 1.5 0.8	0	243	l ɛ z
822	51	forest	góla	ˈɡoːla	Lower Sorbian	ˈɡ oː l a	1 7 5 7	AXBZ	KULA	5	5.K.C 5.U.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	0	244	ˈɡ oː l a
823	51	forest	lěs	lʲiɪs	Upper Sorbian	lʲ iɪ s	5 7 3	AXN	LIS	16	16.L.C 16.I.V 16.S.c	2.0 1.5 0.8	0	243	lʲ iɪ s
824	51	forest	гора	ɡoˈra	Bulgarian	ɡ o ˈr a	1 7 5 7	AXBZ	KURA	2	2.K.C 2.U.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	244	ɡ o ˈr a
825	51	forest	шума	ˈʃumə	Macedonian	ˈʃ u m ə	3 7 4 7	AXBZ	SYME	6	6.S.C 6.Y.V 6.M.C 6.E.V	2.0 1.5 1.75 0.8	0	248	ˈʃ u m ə
826	51	forest	šuma	ʃûma	Serbo-Croatian Latin	ʃ û m a	3 7 4 7	AXBZ	SYMA	12	12.S.C 12.Y.V 12.M.C 12.A.V	2.0 1.5 1.75 0.8	0	248	ʃ û m a
827	51	forest	шума	ˈʃumə	Serbo-Croatian Cyrillic	ˈʃ u m ə	3 7 4 7	AXBZ	SYME	11	11.S.C 11.Y.V 11.M.C 11.E.V	2.0 1.5 1.75 0.8	0	248	ˈʃ u m ə
828	51	forest	gozd	ˈɡɔst	Slovene	ˈɡ ɔ s t	1 7 3 1	AXLN	KUST	14	14.K.C 14.U.V 14.S.c 14.T.c	2.0 1.5 1.1 0.8	0	254	ˈɡ ɔ s t
829	51	forest	лес	lɛs	Belarusian	l ɛ s	5 7 3	AXN	LES	1	1.L.C 1.E.V 1.S.c	2.0 1.5 0.8	0	243	l ɛ s
830	51	forest	лес	lɛs	Russian	l ɛ s	5 7 3	AXN	LES	9	9.L.C 9.E.V 9.S.c	2.0 1.5 0.8	0	243	l ɛ s
#
385	24	four	four	fɔː	English	f ɔː	3 7	AX	BU	4	4.B.C 4.U.V	2.0 1.5	0	257	f ɔː
387	24	four	čtyři	ˈtʃtɪrɪ	Czech	ˈt ʃ t ɪ r ɪ	1 3 1 7 5 7	AXBYBZ	TSTIRI	3	3.T.C 3.S.V 3.T.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	256	ˈt ʃ - t ɪ r ɪ
388	24	four	cztery	ˈtʂtɛrɨ	Polish	ˈt ʂ t ɛ r ɨ	1 3 1 7 5 7	AXBYBZ	TSTERI	8	8.T.C 8.S.V 8.T.C 8.E.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	256	ˈt ʂ - t ɛ r ɨ
390	24	four	styri	ˈstɨrʲi	Lower Sorbian	ˈs t ɨ rʲ i	3 1 7 5 7	ACYBZ	STIRI	5	5.S.C 5.T.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.3 1.75 0.8	0	256	- ˈs - t ɨ rʲ i
391	24	four	štyri	ˈʃtiri	Upper Sorbian	ˈʃ t i r i	3 1 7 5 7	ACYBZ	STIRI	16	16.S.C 16.T.C 16.I.V 16.R.C 16.I.V	2.0 1.5 1.3 1.75 0.8	0	256	- ˈʃ - t i r i
392	24	four	четири	tʃětiri	Bulgarian	t ʃ ě t i r i	1 3 7 1 7 5 7	ACXBYBZ	TSETIRI	2	2.T.C 2.S.C 2.E.V 2.T.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	256	t ʃ ě t i r i
393	24	four	четири	tʃětiri	Macedonian	t ʃ ě t i r i	1 3 7 1 7 5 7	ACXBYBZ	TSETIRI	6	6.T.C 6.S.C 6.E.V 6.T.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	256	t ʃ ě t i r i
394	24	four	četiri	tʃětri	Serbo-Croatian Latin	t ʃ ě t r i	1 3 7 1 5 7	ACXBCZ	TSETRI	12	12.T.C 12.S.C 12.E.V 12.T.C 12.R.C 12.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	256	t ʃ ě t - r i
395	24	four	четири	tʃětiri	Serbo-Croatian Cyrillic	t ʃ ě t i r i	1 3 7 1 7 5 7	ACXBYBZ	TSETIRI	11	11.T.C 11.S.C 11.E.V 11.T.C 11.I.V 11.R.C 11.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	256	t ʃ ě t i r i
396	24	four	štiri	ˈʃtìːri	Slovene	ˈʃ t ìː r i	3 1 7 5 7	ACYBZ	STIRI	14	14.S.C 14.T.C 14.I.V 14.R.C 14.I.V	2.0 1.5 1.3 1.75 0.8	0	256	- ˈʃ - t ìː r i
398	24	four	четыре	tɕɪˈtɨrʲe	Russian	t ɕ ɪ ˈt ɨ rʲ e	1 3 7 1 7 5 7	ACXBYBZ	TSITIRE	9	9.T.C 9.S.C 9.I.V 9.T.C 9.I.V 9.R.C 9.E.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	256	t ɕ ɪ ˈt ɨ rʲ e
400	24	four	чотири	tʃoˈtɪrɪ	Ukrainian	t ʃ o ˈt ɪ r ɪ	1 3 7 1 7 5 7	ACXBYBZ	TSUTIRI	15	15.T.C 15.S.C 15.U.V 15.T.C 15.I.V 15.R.C 15.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	256	t ʃ o ˈt ɪ r ɪ
#
849	53	fruit	fruit	fɹuːt	English	f ɹ uː t	3 5 7 1	ACXN	BRYT	4	4.B.C 4.R.C 4.Y.V 4.T.c	2.0 1.5 1.5 0.8	0	260	f ɹ uː - t
850	53	fruit	овощє	ˈovəɕːe	Old Church Slavonic	ˈo v ə ɕː e	7 3 7 3 7	XBYBZ	UBESE	7	7.U.V 7.B.C 7.E.V 7.S.C 7.E.V	1.5 1.75 1.3 1.75 0.8	0	259	ˈo v ə - ɕː - e
851	53	fruit	ovoce	ˈovotsɛ	Czech	ˈo v o t s ɛ	7 3 7 1 3 7	XBYBCZ	UBUTSE	3	3.U.V 3.B.C 3.U.V 3.T.C 3.S.C 3.E.V	1.5 1.75 1.3 1.75 1.5 0.8	0	259	ˈo v o t s - ɛ
852	53	fruit	owoc	ˈɔvɔts	Polish	ˈɔ v ɔ t s	7 3 7 1 3	XBYBC	UBUTS	8	8.U.V 8.B.C 8.U.V 8.T.C 8.S.C	1.5 1.75 1.3 1.75 1.5	0	259	ˈɔ v ɔ t s - -
853	53	fruit	ovocie	ˈɔvɔtsiɛ	Slovak	ˈɔ v ɔ t s iɛ	7 3 7 1 3 7	XBYBCZ	UBUTSI	13	13.U.V 13.B.C 13.U.V 13.T.C 13.S.C 13.I.V	1.5 1.75 1.3 1.75 1.5 0.8	0	259	ˈɔ v ɔ t s - iɛ
854	53	fruit	płod	pwɔt	Lower Sorbian	p w ɔ t	1 6 7 1	ACXN	PWUT	5	5.P.C 5.W.C 5.U.V 5.T.c	2.0 1.5 1.5 0.8	0	258	p w ɔ t
855	53	fruit	płód	pwut	Upper Sorbian	p w u t	1 6 7 1	ACXN	PWYT	16	16.P.C 16.W.C 16.Y.V 16.T.c	2.0 1.5 1.5 0.8	0	258	p w u t
856	53	fruit	плод	plɔt	Bulgarian	p l ɔ t	1 5 7 1	ACXN	PLUT	2	2.P.C 2.L.C 2.U.V 2.T.c	2.0 1.5 1.5 0.8	0	258	p l ɔ t
857	53	fruit	овошје	ˈɔvɔʃjɛ	Macedonian	ˈɔ v ɔ ʃ j ɛ	7 3 7 3 6 7	XBYBCZ	UBUSJE	6	6.U.V 6.B.C 6.U.V 6.S.C 6.J.C 6.E.V	1.5 1.75 1.3 1.75 1.5 0.8	0	259	ˈɔ v ɔ - ʃ j ɛ
858	53	fruit	voće	ʋǒtɕe	Serbo-Croatian Latin	ʋ ǒ t ɕ e	6 7 1 3 7	AXBCZ	WUTSE	12	12.W.C 12.U.V 12.T.C 12.S.C 12.E.V	2.0 1.5 1.75 1.5 0.8	0	259	- ʋ ǒ t ɕ - e
859	53	fruit	воће	ʋǒtɕe	Serbo-Croatian Cyrillic	ʋ ǒ t ɕ e	6 7 1 3 7	AXBCZ	WUTSE	11	11.W.C 11.U.V 11.T.C 11.S.C 11.E.V	2.0 1.5 1.75 1.5 0.8	0	259	- ʋ ǒ t ɕ - e
860	53	fruit	sadje	ˈsɑtːʃe	Slovene	ˈs ɑ tː ʃ e	3 7 1 3 7	AXBCZ	SATSE	14	14.S.C 14.A.V 14.T.C 14.S.C 14.E.V	2.0 1.5 1.75 1.5 0.8	0	259	- ˈs ɑ tː ʃ - e
862	53	fruit	фрукт	frukt	Russian	f r u k t	3 5 7 1 1	ACXLN	BRYKT	9	9.B.C 9.R.C 9.Y.V 9.K.c 9.T.c	2.0 1.5 1.5 1.1 0.8	0	260	f r u k t
864	53	fruit	фрукт	frukt	Ukrainian	f r u k t	3 5 7 1 1	ACXLN	BRYKT	15	15.B.C 15.R.C 15.Y.V 15.K.c 15.T.c	2.0 1.5 1.5 1.1 0.8	0	260	f r u k t
#
2897	181	full	full	fʊl	English	f ʊ l	3 7 5	AXN	BYL	4	4.B.C 4.Y.V 4.L.c	2.0 1.5 0.8	0	263	f ʊ l
2899	181	full	plný	plniː	Czech	p l n iː	1 5 4 7	AXBZ	PLNI	3	3.P.C 3.L.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	0	264	p - l - n iː -
2900	181	full	pełny	ˈpɛwnɨ	Polish	ˈp ɛ w n ɨ	1 7 6 4 7	AXMBZ	PEWNI	8	8.P.C 8.E.V 8.W.c 8.N.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	264	ˈp ɛ w - n ɨ -
2901	181	full	plný	plniː	Slovak	p l n iː	1 5 4 7	AXBZ	PLNI	13	13.P.C 13.L.V 13.N.C 13.I.V	2.0 1.5 1.75 0.8	0	264	p - l - n iː -
2902	181	full	połny	ˈpownɨ	Lower Sorbian	ˈp o w n ɨ	1 7 6 4 7	AXMBZ	PUWNI	5	5.P.C 5.U.V 5.W.c 5.N.C 5.I.V	2.0 1.5 1.1 1.75 0.8	0	264	ˈp o w - n ɨ -
2903	181	full	połny	ˈpownɨ	Upper Sorbian	ˈp o w n ɨ	1 7 6 4 7	AXMBZ	PUWNI	16	16.P.C 16.U.V 16.W.c 16.N.C 16.I.V	2.0 1.5 1.1 1.75 0.8	0	264	ˈp o w - n ɨ -
2904	181	full	пълен	ˈpɤlɛn	Bulgarian	ˈp ɤ l ɛ n	1 7 5 7 4	AXBYN	PELEN	2	2.P.C 2.E.V 2.L.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 0.8	0	264	ˈp ɤ l ɛ n - -
2906	181	full	pun	pʌn	Serbo-Croatian Latin	p ʌ n	1 7 4	AXN	PEN	12	12.P.C 12.E.V 12.N.c	2.0 1.5 0.8	0	264	p ʌ - - n - -
2907	181	full	пун	pûn	Serbo-Croatian Cyrillic	p û n	1 7 4	AXN	PYN	11	11.P.C 11.Y.V 11.N.c	2.0 1.5 0.8	0	264	p û - - n - -
2908	181	full	poln	ˈpɔːwn	Slovene	ˈp ɔː w n	1 7 6 4	AXLN	PUWN	14	14.P.C 14.U.V 14.W.c 14.N.c	2.0 1.5 1.1 0.8	0	264	ˈp ɔː w - n - -
2910	181	full	полный	ˈpolnɨj	Russian	ˈp o l n ɨ j	1 7 5 4 7 6	AXMBYN	PULNIJ	9	9.P.C 9.U.V 9.L.c 9.N.C 9.I.V 9.J.c	2.0 1.5 1.1 1.75 1.3 0.8	0	264	ˈp o l - n ɨ j
2912	181	full	повний	ˈpɔunei	Ukrainian	ˈp ɔu n ei	1 7 4 7	AXBZ	PUNE	15	15.P.C 15.U.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	0	264	ˈp ɔu - - n ei -
#
2945	184	good	good	ɡʊd	English	ɡ ʊ d	1 7 1	AXN	KYT	4	4.K.C 4.Y.V 4.T.c	2.0 1.5 0.8	0	268	ɡ ʊ d
2947	184	good	dobrý	ˈdobriː	Czech	ˈd o b r iː	1 7 1 5 7	AXBCZ	TUPRI	3	3.T.C 3.U.V 3.P.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	265	ˈd o b - r iː -
2948	184	good	dobry	ˈdobrɪ	Polish	ˈd o b r ɪ	1 7 1 5 7	AXBCZ	TUPRI	8	8.T.C 8.U.V 8.P.C 8.R.C 8.I.V	2.0 1.5 1.75 1.5 0.8	0	265	ˈd o b - r ɪ -
2949	184	good	dobrý	ˈdobriː	Slovak	ˈd o b r iː	1 7 1 5 7	AXBCZ	TUPRI	13	13.T.C 13.U.V 13.P.C 13.R.C 13.I.V	2.0 1.5 1.75 1.5 0.8	0	265	ˈd o b - r iː -
2950	184	good	dobry	ˈdobrɪ	Lower Sorbian	ˈd o b r ɪ	1 7 1 5 7	AXBCZ	TUPRI	5	5.T.C 5.U.V 5.P.C 5.R.C 5.I.V	2.0 1.5 1.75 1.5 0.8	0	265	ˈd o b - r ɪ -
2951	184	good	dobry	ˈdobrɪ	Upper Sorbian	ˈd o b r ɪ	1 7 1 5 7	AXBCZ	TUPRI	16	16.T.C 16.U.V 16.P.C 16.R.C 16.I.V	2.0 1.5 1.75 1.5 0.8	0	265	ˈd o b - r ɪ -
2952	184	good	добър	doˈbɤr	Bulgarian	d o ˈb ɤ r	1 7 1 7 5	AXBYN	TUPER	2	2.T.C 2.U.V 2.P.C 2.E.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	265	d o ˈb ɤ r - -
2953	184	good	добар	dôbar	Macedonian	d ô b a r	1 7 1 7 5	AXBYN	TUPAR	6	6.T.C 6.U.V 6.P.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	0	265	d ô b a r - -
2954	184	good	dobar	dôbar	Serbo-Croatian Latin	d ô b a r	1 7 1 7 5	AXBYN	TUPAR	12	12.T.C 12.U.V 12.P.C 12.A.V 12.R.c	2.0 1.5 1.75 1.3 0.8	0	265	d ô b a r - -
2955	184	good	добар	dôbar	Serbo-Croatian Cyrillic	d ô b a r	1 7 1 7 5	AXBYN	TUPAR	11	11.T.C 11.U.V 11.P.C 11.A.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	265	d ô b a r - -
2956	184	good	dober	ˈdobɛr	Slovene	ˈd o b ɛ r	1 7 1 7 5	AXBYN	TUPER	14	14.T.C 14.U.V 14.P.C 14.E.V 14.R.c	2.0 1.5 1.75 1.3 0.8	0	265	ˈd o b ɛ r - -
2957	184	good	добры	dɐˈbrɨ	Belarusian	d ɐ ˈb r ɨ	1 7 1 5 7	AXBCZ	TEPRI	1	1.T.C 1.E.V 1.P.C 1.R.C 1.I.V	2.0 1.5 1.75 1.5 0.8	0	265	d ɐ ˈb - r ɨ -
2958	184	good	хороший	xɐˈroʂɨj	Russian	x ɐ ˈr o ʂ ɨ j	3 7 5 7 3 7 6	AXBYBYN	GERUSIJ	9	9.G.C 9.E.V 9.R.C 9.U.V 9.S.C 9.I.V 9.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	272	x ɐ ˈr o ʂ ɨ j
2959	184	good	добрый	ˈdobrɨj	Rusyn	ˈd o b r ɨ j	1 7 1 5 7 6	AXBCYN	TUPRIJ	10	10.T.C 10.U.V 10.P.C 10.R.C 10.I.V 10.J.c	2.0 1.5 1.75 1.5 1.3 0.8	0	265	ˈd o b - r ɨ j
2960	184	good	гарний	ˈɦɑrnɪj	Ukrainian	ˈɦ ɑ r n ɪ j	3 7 5 4 7 6	AXMBYN	HARNIJ	15	15.H.C 15.A.V 15.R.c 15.N.C 15.I.V 15.J.c	2.0 1.5 1.1 1.75 1.3 0.8	0	278	ˈɦ ɑ r n ɪ j
#
945	59	grass	grass	ɡɹɑːs	English	ɡ ɹ ɑː s	1 5 7 3	ACXN	KRAS	4	4.K.C 4.R.C 4.A.V 4.S.c	2.0 1.5 1.5 0.8	0	282	ɡ ɹ ɑː s
946	59	grass	трава	trɐˈva	Old Church Slavonic	t r ɐ ˈv a	1 5 7 3 7	ACXBZ	TREBA	7	7.T.C 7.R.C 7.E.V 7.B.C 7.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɐ ˈv a
947	59	grass	tráva	ˈtraːva	Czech	ˈt r aː v a	1 5 7 3 7	ACXBZ	TRABA	3	3.T.C 3.R.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.5 1.75 0.8	0	279	ˈt r aː v a
948	59	grass	trawa	ˈtrava	Polish	ˈt r a v a	1 5 7 3 7	ACXBZ	TRABA	8	8.T.C 8.R.C 8.A.V 8.B.C 8.A.V	2.0 1.5 1.5 1.75 0.8	0	279	ˈt r a v a
949	59	grass	tráva	ˈtraːva	Slovak	ˈt r aː v a	1 5 7 3 7	ACXBZ	TRABA	13	13.T.C 13.R.C 13.A.V 13.B.C 13.A.V	2.0 1.5 1.5 1.75 0.8	0	279	ˈt r aː v a
950	59	grass	tšawa	ˈtʃawa	Lower Sorbian	ˈt ʃ a w a	1 3 7 6 7	ACXBZ	TSAWA	5	5.T.C 5.S.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.5 1.75 0.8	0	279	ˈt ʃ a w a
951	59	grass	trawa	ˈtrava	Upper Sorbian	ˈt r a v a	1 5 7 3 7	ACXBZ	TRABA	16	16.T.C 16.R.C 16.A.V 16.B.C 16.A.V	2.0 1.5 1.5 1.75 0.8	0	279	ˈt r a v a
952	59	grass	трева	trɛˈva	Bulgarian	t r ɛ ˈv a	1 5 7 3 7	ACXBZ	TREBA	2	2.T.C 2.R.C 2.E.V 2.B.C 2.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɛ ˈv a
953	59	grass	трева	trɛˈva	Macedonian	t r ɛ ˈv a	1 5 7 3 7	ACXBZ	TREBA	6	6.T.C 6.R.C 6.E.V 6.B.C 6.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɛ ˈv a
954	59	grass	trava	avɐ	Serbo-Croatian Latin	a v ɐ	7 3 7	XBZ	ABE	12	12.A.V 12.B.C 12.E.V	1.5 1.75 0.8	0	279	- - a v ɐ
955	59	grass	трава	trɐˈva	Serbo-Croatian Cyrillic	t r ɐ ˈv a	1 5 7 3 7	ACXBZ	TREBA	11	11.T.C 11.R.C 11.E.V 11.B.C 11.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɐ ˈv a
956	59	grass	trava	avɐ	Slovene	a v ɐ	7 3 7	XBZ	ABE	14	14.A.V 14.B.C 14.E.V	1.5 1.75 0.8	0	279	- - a v ɐ
957	59	grass	трава	trɐˈva	Belarusian	t r ɐ ˈv a	1 5 7 3 7	ACXBZ	TREBA	1	1.T.C 1.R.C 1.E.V 1.B.C 1.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɐ ˈv a
958	59	grass	трава	trɐˈva	Russian	t r ɐ ˈv a	1 5 7 3 7	ACXBZ	TREBA	9	9.T.C 9.R.C 9.E.V 9.B.C 9.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɐ ˈv a
959	59	grass	трава	trɐˈva	Rusyn	t r ɐ ˈv a	1 5 7 3 7	ACXBZ	TREBA	10	10.T.C 10.R.C 10.E.V 10.B.C 10.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɐ ˈv a
960	59	grass	трава	trɐˈva	Ukrainian	t r ɐ ˈv a	1 5 7 3 7	ACXBZ	TREBA	15	15.T.C 15.R.C 15.E.V 15.B.C 15.A.V	2.0 1.5 1.5 1.75 0.8	0	279	t r ɐ ˈv a
#
